"Species","col_WMS","col_2b","Group","Color"
"Nanoperiomorbus",0.000225497615563962,0,"s17_1","WMS only"
"Nanosynbacter",0.000106074567465921,0,"s17_1","WMS only"
"Neisseria",0.48868390196672,0.440206851,"s17_1","shared"
"Olsenella",0,1.11022e-05,"s17_1","2b only"
"Oribacterium",1.23295126449342e-05,9.44165e-05,"s17_1","shared"
"Ottowia",0.000588963496592724,0.000346083,"s17_1","shared"
"Parvimonas",0.000270943587792397,0.00026862,"s17_1","shared"
"Pasteurella",0,2.80942e-05,"s17_1","2b only"
"Pauljensenia",0.000352868613962042,0.000607923,"s17_1","shared"
"Peptidiphaga",0.000118913564104448,0.000128631,"s17_1","shared"
"Peptoanaerobacter",1.92584949577898e-05,0.000141274,"s17_1","shared"
"Peptostreptococcus",0.000263301327888512,0.000258726,"s17_1","shared"
"Porphyromonas",0.0480720565250074,0.035883416,"s17_1","shared"
"Prevotella",0.0156448268880381,0.01722007,"s17_1","shared"
"Pseudoleptotrichia",8.17212325722084e-05,9.77276e-05,"s17_1","shared"
"Rodentibacter",0,0.000115159,"s17_1","2b only"
"Rothia",0.0443749349771053,0.040843544,"s17_1","shared"
"Saccharimonas",0.000228350725928079,0.000186826,"s17_1","shared"
"Scardovia",0,2.07696e-05,"s17_1","2b only"
"SDRK01",0,2.2375e-05,"s17_1","2b only"
"SDRW01",0.000270026516603931,0.000384508,"s17_1","shared"
"Selenomonas",1.92584949577898e-05,2.87965e-05,"s17_1","shared"
"Shuttleworthia",0.000209805508561318,0.000218858,"s17_1","shared"
"Simonsiella",0.000256678035971812,0.000263497,"s17_1","shared"
"Staphylococcus",0,2.3579e-05,"s17_1","2b only"
"Streptococcus",0.13968023358007,0.241154424,"s17_1","shared"
"Tannerella",0.00106217222984127,0.0012512,"s17_1","shared"
"TM7x",0,0.000469538,"s17_1","2b only"
"Treponema",0.000374674528887793,0.000224101,"s17_1","shared"
"Treponema_B",0.000157022966825154,0.000182951,"s17_1","shared"
"Treponema_C",0.000112290272187748,9.54198e-05,"s17_1","shared"
"Treponema_D",0.00058590659263117,6.02219e-05,"s17_1","shared"
"UBA1103",0,0.00015512,"s17_1","2b only"
"UBA2866",0,0.000133519,"s17_1","2b only"
"UMGS1907",0,0.002408188,"s17_1","2b only"
"Veillonella",0.00129745193808221,0.001763733,"s17_1","shared"
"W11650",0.0001738359386137,0.000106153,"s17_1","shared"
"Abiotrophia",0,0.000161616,"s17_11","2b only"
"Acinetobacter",0,0.000175725,"s17_11","2b only"
"Actinobacillus",0,0.000171581,"s17_11","2b only"
"Actinomyces",0.00746330522431366,0.014792868,"s17_11","shared"
"Aggregatibacter",0.02051161435813,0.015460402,"s17_11","shared"
"Allisonella",0,0.000606212,"s17_11","2b only"
"Alloprevotella",0.012152608506826,0.008892948,"s17_11","shared"
"Anaeroglobus",0,0.000590132,"s17_11","2b only"
"Arachnia",0.000289300202510142,0.002485752,"s17_11","shared"
"Bacillus",0,0.002659915,"s17_11","2b only"
"Bacillus_A",0,5.42271e-05,"s17_11","2b only"
"Bacteroides_D",0.000779400545580382,0,"s17_11","WMS only"
"Basfia",0,0.000417915,"s17_11","2b only"
"Bergeyella_A",0.172977321084125,0.00102124,"s17_11","shared"
"Bulleidia",0.00100770070539049,0.001292726,"s17_11","shared"
"CAG-485",0,4.53846e-05,"s17_11","2b only"
"CAJPNX01",0.00137300096110067,0,"s17_11","WMS only"
"CAJPSE01",0.00140120098084069,0,"s17_11","WMS only"
"Campylobacter_A",0.00264300185010129,0.003368887,"s17_11","shared"
"Campylobacter_B",0.000394400276080193,0.000325611,"s17_11","shared"
"Capnocytophaga",0.00705480493836346,0.010813299,"s17_11","shared"
"Cardiobacterium",0.00297670208369146,0.004074446,"s17_11","shared"
"Catonella",0,0.000327228,"s17_11","2b only"
"Centipeda",0,0.001208889,"s17_11","2b only"
"Corynebacterium",0.00574080401856281,0.007041209,"s17_11","shared"
"Cryptobacterium",0,1.69393e-05,"s17_11","2b only"
"Cryptobacteroides",0.000881300616910432,0,"s17_11","WMS only"
"Cutibacterium",0,0.00086648,"s17_11","2b only"
"Desulfobulbus",0,0.000259247,"s17_11","2b only"
"Desulfomicrobium",0.00164330115031081,0.002246396,"s17_11","shared"
"Dialister",0.00158780111146078,0.002742917,"s17_11","shared"
"Eikenella",0,0.001205808,"s17_11","2b only"
"Eubacterium_A",0,0.003930491,"s17_11","2b only"
"Eubacterium_B",0,0.000348653,"s17_11","2b only"
"Eubacterium_M",0.00436270305389214,0.002914102,"s17_11","shared"
"F0040",0,0.002225994,"s17_11","2b only"
"F0058",0.00663130464191325,0.00559438,"s17_11","shared"
"F0422",0,0.000386797,"s17_11","2b only"
"Filifactor",0.00614180429926301,0.003952767,"s17_11","shared"
"Flexilinea",0,0.000186311,"s17_11","2b only"
"Fretibacterium",0.00226520158564111,0.00214636,"s17_11","shared"
"Fusobacterium",0.0433416303391412,0.007235299,"s17_11","shared"
"Gemella",0.0152317106621975,0.011977561,"s17_11","shared"
"GN02-873",0,0.000771314,"s17_11","2b only"
"Granulicatella",0.00174910122437086,0.003950299,"s17_11","shared"
"Haemophilus",0.00420760294532206,0.007593238,"s17_11","shared"
"Haemophilus_A",0.0658483460938423,0.057222854,"s17_11","shared"
"Haemophilus_D",0.0779744545821182,0.087107209,"s17_11","shared"
"Hornefia",0.00548770384139269,0,"s17_11","WMS only"
"HOT-345",0,0.000599461,"s17_11","2b only"
"JABCPE02",0.00272380190666133,0.003314869,"s17_11","shared"
"JABCPG02",0,5.89147e-05,"s17_11","2b only"
"JABCPO02",3.40000238000167e-05,0,"s17_11","WMS only"
"Janibacter",0,1.12929e-05,"s17_11","2b only"
"Johnsonella",0.00115930081151057,0.000284544,"s17_11","shared"
"Kingella",0,0.000123321,"s17_11","2b only"
"Kingella_A",0.00141030098721069,0.001483915,"s17_11","shared"
"Kingella_B",0.00115900081130057,0.000700254,"s17_11","shared"
"Klebsiella",0,6.31762e-05,"s17_11","2b only"
"Kocuria",0,3.78205e-05,"s17_11","2b only"
"Lachnoanaerobaculum",0,7.1486e-05,"s17_11","2b only"
"Lancefieldella",0,0.000534278,"s17_11","2b only"
"Lautropia",0.0351310245917172,0.024305699,"s17_11","shared"
"Lawsonella",0,6.56265e-05,"s17_11","2b only"
"Leptotrichia",0.00107870075509053,0.003501191,"s17_11","shared"
"Leptotrichia_A",0,0.000248529,"s17_11","2b only"
"Limosilactobacillus",0,0.000140481,"s17_11","2b only"
"Mesocricetibacter",0.000210300147210103,0,"s17_11","WMS only"
"Metamycoplasma",0.00563090394163276,0,"s17_11","WMS only"
"Micrococcus",0,9.99313e-05,"s17_11","2b only"
"Mogibacterium",0.00334400234080164,0.005013411,"s17_11","shared"
"Moraxella",0.00791960554372388,0,"s17_11","WMS only"
"Muribaculum",0,2.24792e-05,"s17_11","2b only"
"Nanoperiomorbus",0.00137470096229067,0,"s17_11","WMS only"
"Neisseria",0.137600396320277,0.115175842,"s17_11","shared"
"Olsenella",0,0.000173015,"s17_11","2b only"
"Oribacterium",0,0.000368051,"s17_11","2b only"
"Ottowia",0.000745500521850365,0.000870756,"s17_11","shared"
"Paracoccus",0,5.78494e-05,"s17_11","2b only"
"Paramuribaculum",0,1.15059e-05,"s17_11","2b only"
"Parvimonas",0.00302300211610148,0.00250823,"s17_11","shared"
"Pauljensenia",0,0.001190755,"s17_11","2b only"
"Peptidiphaga",0.000491300343910241,0.001794855,"s17_11","shared"
"Peptoanaerobacter",0.000109500076650054,0.000802449,"s17_11","shared"
"Peptostreptococcus",0,0.000291338,"s17_11","2b only"
"Phocaeicola",0,0.000139663,"s17_11","2b only"
"Porphyromonas",0.0342386239670368,0.029154189,"s17_11","shared"
"Prevotella",0.0459425321597725,0.067452881,"s17_11","shared"
"Pseudoleptotrichia",0,0.000692392,"s17_11","2b only"
"Pseudoramibacter",0,4.46388e-05,"s17_11","2b only"
"Ralstonia",0,5.85951e-05,"s17_11","2b only"
"Rodentibacter",0,8.0222e-05,"s17_11","2b only"
"Rothia",0.083643458550421,0.107359022,"s17_11","shared"
"Saccharimonas",0.00136450095515067,0.002331083,"s17_11","shared"
"Scardovia",0,0.000216486,"s17_11","2b only"
"SDRW01",0,0.000747536,"s17_11","2b only"
"Selenomonas",0,0.000398545,"s17_11","2b only"
"Shuttleworthia",0,0.000138999,"s17_11","2b only"
"Simonsiella",0,7.51083e-05,"s17_11","2b only"
"Slackia",0,0.000128308,"s17_11","2b only"
"Staphylococcus",0,0.000341471,"s17_11","2b only"
"Stomatobaculum",0,4.82611e-05,"s17_11","2b only"
"Streptococcus",0.140712298498609,0.319889503,"s17_11","shared"
"Tannerella",0.00722080505456354,0.01079767,"s17_11","shared"
"TM7x",0,0.000334786,"s17_11","2b only"
"Treponema",0.00258910181237127,0.001273558,"s17_11","shared"
"Treponema_B",0.00112980079086055,0.001820149,"s17_11","shared"
"Treponema_C",0.000962800673960472,0.001477132,"s17_11","shared"
"Treponema_D",0,0.000577977,"s17_11","2b only"
"UBA1103",0,0.001334845,"s17_11","2b only"
"Veillonella",0.00493160345212242,0.008044633,"s17_11","shared"
"W11650",0,0.00024739,"s17_11","2b only"
"Abiotrophia",0.0032228774338488,0.002221556,"s17_12","shared"
"Acinetobacter",0,2.01934e-05,"s17_12","2b only"
"Actinomyces",0.000631413514556569,0.001370112,"s17_12","shared"
"Aggregatibacter",0.00953651097986369,0.009383805,"s17_12","shared"
"Allisonella",2.83905345757085e-05,0.000101523,"s17_12","shared"
"Alloprevotella",0.00540232748210769,0.000737573,"s17_12","shared"
"Anaeroglobus",0,3.05122e-05,"s17_12","2b only"
"Arachnia",0.00120133092418413,0.001165605,"s17_12","shared"
"Bacteroides_D",0.00120373860202801,0,"s17_12","WMS only"
"Bergeyella_A",0.00143397279584868,0.001412153,"s17_12","shared"
"Bulleidia",0.000300458130933735,0.000252428,"s17_12","shared"
"CAJPPJ01",1.68537449071344e-05,0,"s17_12","WMS only"
"CAJPSE01",0.00155857012426928,0,"s17_12","WMS only"
"Campylobacter_A",0.00185641993753882,0.00164261,"s17_12","shared"
"Campylobacter_B",0.000443614642734215,0.000229074,"s17_12","shared"
"Capnocytophaga",0.0177124833381169,0.016854723,"s17_12","shared"
"Cardiobacterium",0.00312305912323809,0.002748816,"s17_12","shared"
"Catonella",0.000165828811496983,7.81484e-05,"s17_12","shared"
"Centipeda",0,0.000272556,"s17_12","2b only"
"Corynebacterium",0.000518252655894382,0.000555717,"s17_12","shared"
"Cricetibacter",0,3.9882e-05,"s17_12","2b only"
"Cryptobacteroides",1.20383892193817e-05,0,"s17_12","WMS only"
"Cutibacterium",0,0.000128949,"s17_12","2b only"
"Deinococcus",0,1.72654e-05,"s17_12","2b only"
"Desulfobulbus",9.50029549229538e-05,0.00013327,"s17_12","shared"
"Dialister",0.000457458790336504,0.000525259,"s17_12","shared"
"Eikenella",0.000871880339213719,0.002786104,"s17_12","shared"
"Eubacterium_A",0,0.000482965,"s17_12","2b only"
"Eubacterium_B",0.000176161762243619,0.000313862,"s17_12","shared"
"Eubacterium_M",0.00156298420031639,0.001173402,"s17_12","shared"
"Eubacterium_N",0.00129171916323966,0.001092913,"s17_12","shared"
"F0040",0,0.00284212,"s17_12","2b only"
"F0058",0.00390866433971291,0.003019932,"s17_12","shared"
"F0422",0,3.17036e-05,"s17_12","2b only"
"Filifactor",0.0030359814412179,0.001979451,"s17_12","shared"
"Flexilinea",0,4.82622e-05,"s17_12","2b only"
"Fretibacterium",0.000882112970050193,0.000843171,"s17_12","shared"
"Fusobacterium",0.0253517441770061,0.008789041,"s17_12","shared"
"Gemella",0.0174388106231963,0.014609746,"s17_12","shared"
"GN02-872",6.91204181012832e-05,0,"s17_12","WMS only"
"GN02-873",9.6006154024569e-05,5.46231e-05,"s17_12","shared"
"Gordonia",0,3.63582e-05,"s17_12","2b only"
"Granulicatella",0.00864727529619203,0.00811956,"s17_12","shared"
"Haemophilus",0.0635390195795372,0.069866611,"s17_12","shared"
"Haemophilus_A",0.00958095270006524,0.009156862,"s17_12","shared"
"Haemophilus_D",0.178651903053648,0.225687357,"s17_12","shared"
"Hornefia",0.000532297443316994,0,"s17_12","WMS only"
"HOT-345",0.00359687005893093,0.001040859,"s17_12","shared"
"JABCPE02",0.00161444831422925,0.001156161,"s17_12","shared"
"JABCPO02",0.00012259093021737,0,"s17_12","WMS only"
"Johnsonella",0.000531193924305217,0.000423007,"s17_12","shared"
"Kingella_A",0,0.000271648,"s17_12","2b only"
"Kingella_B",4.57458790336504e-05,6.91624e-05,"s17_12","shared"
"Klebsiella_A",0,1.29238e-05,"s17_12","2b only"
"Lachnoanaerobaculum",4.03286038849286e-05,0.000284944,"s17_12","shared"
"Lancefieldella",8.08578475901803e-05,0.000228587,"s17_12","shared"
"Lautropia",0.0516422820733036,0.033066647,"s17_12","shared"
"Lawsonella",0,1.25199e-05,"s17_12","2b only"
"Leptotrichia",0.00225619477953245,0.001175779,"s17_12","shared"
"Leptotrichia_A",0.00248532545434135,0.00154609,"s17_12","shared"
"Limosilactobacillus",0,2.46359e-05,"s17_12","2b only"
"Mesocricetibacter",0.000327544506677343,0,"s17_12","WMS only"
"Metamycoplasma",0.00172289413711384,0.000376032,"s17_12","shared"
"Mogibacterium",0.000735746221124544,0.001205645,"s17_12","shared"
"Moraxella",0.00215136047341367,0,"s17_12","WMS only"
"Nanogingivalis",0.000268255439771889,0,"s17_12","WMS only"
"Nanoperiomorbus",7.18290556756441e-05,0,"s17_12","WMS only"
"Nanosynbacter",0.00023525018932875,0,"s17_12","WMS only"
"Nanosyncoccus",2.57822169115091e-05,0,"s17_12","WMS only"
"Neisseria",0.303511768679141,0.233756937,"s17_12","shared"
"Olsenella",0,8.14804e-05,"s17_12","2b only"
"Oribacterium",0.000336874258322364,0.000286125,"s17_12","shared"
"Ottowia",0.0029885301237115,0.002019128,"s17_12","shared"
"Parvimonas",0.00217132413553581,0.000551804,"s17_12","shared"
"Pauljensenia",0.000133224840694491,0.000441862,"s17_12","shared"
"Peptidiphaga",1.31419082311583e-05,0.000163474,"s17_12","shared"
"Peptoanaerobacter",0.000167734889790051,0.000333096,"s17_12","shared"
"Peptostreptococcus",0.000197830862838506,0.00017018,"s17_12","shared"
"Pluralibacter",0,1.67605e-05,"s17_12","2b only"
"Porphyromonas",0.0228685254407781,0.02072411,"s17_12","shared"
"Prevotella",0.0154436482499041,0.017717716,"s17_12","shared"
"Pseudoleptotrichia",0.00155726596543718,0.000342597,"s17_12","shared"
"QFNR01",0,8.70335e-05,"s17_12","2b only"
"Rothia",0.101983916511363,0.127378379,"s17_12","shared"
"Saccharimonas",0.000330353464161866,0.000279981,"s17_12","shared"
"SDRW01",0,6.35082e-05,"s17_12","2b only"
"Selenomonas",0.000119481013002363,0.000109695,"s17_12","shared"
"Shuttleworthia",0,3.03911e-05,"s17_12","2b only"
"Slackia",0,5.30077e-05,"s17_12","2b only"
"Streptococcus",0.105693044549765,0.149984281,"s17_12","shared"
"Tannerella",0.00429298991554167,0.005330115,"s17_12","shared"
"TM7x",0,0.000428101,"s17_12","2b only"
"Treponema",0.000934379643244342,0.000871109,"s17_12","shared"
"Treponema_B",0.000529889765473117,0.000808638,"s17_12","shared"
"Treponema_C",0.000980025202367831,0.000853588,"s17_12","shared"
"Treponema_D",0,0.000109852,"s17_12","2b only"
"UBA1103",0,0.000107328,"s17_12","2b only"
"UBA2866",0,0.000200318,"s17_12","2b only"
"UMGS1907",0,0.000137543,"s17_12","2b only"
"Veillonella",0.00282932242628518,0.004511729,"s17_12","shared"
"W11650",0.000404991477322032,0.000299719,"s17_12","shared"
"Abiotrophia",0,0.000134576,"s17_14","2b only"
"Acinetobacter",0,6.77015e-05,"s17_14","2b only"
"Actinomyces",0.00111870984440549,0.005676263,"s17_14","shared"
"Aerococcus",0,1.38504e-05,"s17_14","2b only"
"Aggregatibacter",0.0181548702762793,0.013455673,"s17_14","shared"
"Allisonella",0.00440721842151588,0.004078852,"s17_14","shared"
"Alloprevotella",0.0794840631573702,0.011272818,"s17_14","shared"
"Anaeroglobus",0.00059944520672922,0.001598783,"s17_14","shared"
"Arachnia",0,0.000357569,"s17_14","2b only"
"Bacillus_A",0,5.23007e-05,"s17_14","2b only"
"Bacteroides",0,0.000113594,"s17_14","2b only"
"Bacteroides_D",0.00165445269426807,0.000484272,"s17_14","shared"
"Bergeyella_A",0.10646120747516,0,"s17_14","WMS only"
"Bifidobacterium",0.000438983591719739,0.001844854,"s17_14","shared"
"Bulleidia",0.000885101043593311,0.002006827,"s17_14","shared"
"CAG-485",0,1.03051e-05,"s17_14","2b only"
"CAG-791",0,3.1215e-05,"s17_14","2b only"
"CAG-793",0,0.000338825,"s17_14","2b only"
"CAJPSE01",0.00287343848844154,0,"s17_14","WMS only"
"Campylobacter",0,0.000188146,"s17_14","2b only"
"Campylobacter_A",0.00510372431709868,0.007101959,"s17_14","shared"
"Campylobacter_B",0.0176087783053485,0.00036195,"s17_14","shared"
"Capnocytophaga",0.00380666796884734,0.007401159,"s17_14","shared"
"Cardiobacterium",0.000482188660257044,0.001452519,"s17_14","shared"
"Catonella",0.00036633879043492,0.00095587,"s17_14","shared"
"Centipeda",0,0.001716782,"s17_14","2b only"
"Corynebacterium",0.00311860213316485,0.004881758,"s17_14","shared"
"Criibacterium",0,7.03889e-05,"s17_14","2b only"
"Cryptobacterium",0,3.45226e-05,"s17_14","2b only"
"Cryptobacteroides",0.000562871613827873,0,"s17_14","WMS only"
"Cutibacterium",0,0.000162592,"s17_14","2b only"
"Desulfobulbus",0.000289373482296372,0.000732327,"s17_14","shared"
"Dialister",0.00139331322187631,0.002811225,"s17_14","shared"
"Dialister_B",0,1.40571e-05,"s17_14","2b only"
"Eikenella",0,0.000664199,"s17_14","2b only"
"Enterobacter",0,3.59696e-05,"s17_14","2b only"
"Escherichia",0,0.000256989,"s17_14","2b only"
"Eubacterium_A",0,0.016507175,"s17_14","2b only"
"Eubacterium_B",0.000387639893992848,0.001113114,"s17_14","shared"
"Eubacterium_M",0.00941297775762881,0.008754925,"s17_14","shared"
"Eubacterium_N",0,0.000122143,"s17_14","2b only"
"F0040",0,0.010422756,"s17_14","2b only"
"F0058",0.00723132275030203,0.00677849,"s17_14","shared"
"F0422",0.000480078645281966,0.013426786,"s17_14","shared"
"F0428",0.000117357023375751,7.43166e-05,"s17_14","shared"
"Filifactor",0.0231192331281193,0.019468744,"s17_14","shared"
"Flexilinea",0,0.00039757,"s17_14","2b only"
"Fretibacterium",0.00211302928218496,0.002798537,"s17_14","shared"
"Fusobacterium",0.0316923244487636,0.009608854,"s17_14","shared"
"Gemella",0.0161494517578233,0.015281335,"s17_14","shared"
"GN02-872",0.00243435441981823,0.001733219,"s17_14","shared"
"GN02-873",0.000170609782270569,0.000482964,"s17_14","shared"
"Granulicatella",0.0144696788838543,0.00747342,"s17_14","shared"
"Haemophilus",0.0180048582592417,0.017132305,"s17_14","shared"
"Haemophilus_A",0.0183119156765673,0.017543038,"s17_14","shared"
"Haemophilus_D",0.0127986475004964,0.016132426,"s17_14","shared"
"Hornefia",0.0191268838414651,0,"s17_14","WMS only"
"HOT-345",0.000941167155788233,0.001599873,"s17_14","shared"
"JABCPE02",0.00120140233604782,0.002813975,"s17_14","shared"
"JABCPG02",0,0.000141272,"s17_14","2b only"
"JABCPH02",0.000227077802079792,0.000533946,"s17_14","shared"
"JABCPO02",0.00166168703132548,0,"s17_14","WMS only"
"Johnsonella",0.000186987517553315,0.000477993,"s17_14","shared"
"Kingella_A",0.00010891696347544,0.000415011,"s17_14","shared"
"Kingella_B",6.17932956987043e-05,0.000298681,"s17_14","shared"
"Klebsiella",0,3.91738e-05,"s17_14","2b only"
"Lachnoanaerobaculum",0.000855661310845799,0.001831834,"s17_14","shared"
"Lactobacillus",0,2.82176e-05,"s17_14","2b only"
"Lancefieldella",0.00151067024525206,0.002551506,"s17_14","shared"
"Lautropia",0.00274452662115465,0.002288421,"s17_14","shared"
"Lawsonella",0,4.12411e-05,"s17_14","2b only"
"Leptotrichia",0.0152661592984944,0.016584023,"s17_14","shared"
"Leptotrichia_A",0.00208067571923377,0.002041133,"s17_14","shared"
"Limosilactobacillus",0,0.000465255,"s17_14","2b only"
"Mesocricetibacter",5.9984711434352e-05,0,"s17_14","WMS only"
"Metamycoplasma",0.0275762880938085,0,"s17_14","WMS only"
"Mitsuokella",0,2.56335e-05,"s17_14","2b only"
"Mogibacterium",0.00490508147873065,0.009263276,"s17_14","shared"
"Nanogingivalis",0.0355598814211775,0,"s17_14","WMS only"
"Nanoperiomorbus",0.00129303727210834,0,"s17_14","WMS only"
"Neisseria",0.0375356592530788,0.045960099,"s17_14","shared"
"Olegusella",0,1.85016e-05,"s17_14","2b only"
"Olsenella",0,0.000561064,"s17_14","2b only"
"Oribacterium",0.00015222250891632,0.001721507,"s17_14","shared"
"Ornithobacterium",0,0.000827848,"s17_14","2b only"
"Ottowia",0,0.000416293,"s17_14","2b only"
"Parascardovia",0,0.000125412,"s17_14","2b only"
"Parvimonas",0.0024890138553631,0.002534382,"s17_14","shared"
"Pauljensenia",0.0027277469782576,0.004173863,"s17_14","shared"
"Peptidiphaga",6.98314479847146e-05,0.000930568,"s17_14","shared"
"Peptoanaerobacter",9.00273056033156e-05,0.001542011,"s17_14","shared"
"Peptostreptococcus",0.000911827899944296,0.001207798,"s17_14","shared"
"Phocaeicola",0.000350965824187926,0.000767852,"s17_14","shared"
"Porphyromonas",0.0683114333874301,0.055905476,"s17_14","shared"
"Porphyromonas_A",0,1.59176e-05,"s17_14","2b only"
"Prevotella",0.196280224457364,0.243799171,"s17_14","shared"
"Pseudoleptotrichia",0.000123184683783108,0,"s17_14","WMS only"
"Pseudoramibacter",0.000456064665327511,0.000502976,"s17_14","shared"
"QFNR01",0,2.81142e-05,"s17_14","2b only"
"Rodentibacter",0,0.000524593,"s17_14","2b only"
"Rothia",0.00535843326766163,0.013363596,"s17_14","shared"
"Saccharimonas",0.00148092908179383,0.002104431,"s17_14","shared"
"Scardovia",0,0.000460956,"s17_14","2b only"
"SDRK01",0,0.000320364,"s17_14","2b only"
"SDRW01",0,0.00061174,"s17_14","2b only"
"Selenomonas",0.000557244907227665,0.000771931,"s17_14","shared"
"Shuttleworthia",0.000128811390383315,0.000478443,"s17_14","shared"
"Simonsiella",0.000477968630306889,0.000908153,"s17_14","shared"
"Slackia",0,0.000205876,"s17_14","2b only"
"Staphylococcus",0,0.000437444,"s17_14","2b only"
"Stomatobaculum",0,0.000140264,"s17_14","2b only"
"Streptococcus",0.116512414524298,0.250950016,"s17_14","shared"
"Tannerella",0.0143439822774818,0.021697477,"s17_14","shared"
"TM7x",0,0.001472455,"s17_14","2b only"
"Treponema",0.00177251305596885,0.002953862,"s17_14","shared"
"Treponema_B",0.00376898913000666,0.005477585,"s17_14","shared"
"Treponema_C",0.000584072240482225,0.001063498,"s17_14","shared"
"Treponema_D",0.00132890752668466,0.000797547,"s17_14","shared"
"UBA1103",0,0.001685396,"s17_14","2b only"
"UBA2866",0,0.000354508,"s17_14","2b only"
"UBA3663",0,1.06462e-05,"s17_14","2b only"
"UBA3839",0,1.24033e-05,"s17_14","2b only"
"UBA4285",0.000273397654627926,0.000481731,"s17_14","shared"
"UMGS1907",0,0.017679062,"s17_14","2b only"
"Veillonella",0.0227881617308393,0.036412786,"s17_14","shared"
"W0P31-042",0,6.33603e-05,"s17_14","2b only"
"W11650",5.52622969663209e-05,0.000419948,"s17_14","shared"
"W5053",0,2.78041e-05,"s17_14","2b only"
"Abiotrophia",0,0.000528419,"s17_2","2b only"
"Acinetobacter",0,8.90141e-05,"s17_2","2b only"
"Actinomyces",0,0.00200151,"s17_2","2b only"
"Aggregatibacter",0.0262199868900066,0.019749489,"s17_2","shared"
"Allisonella",0.00023879988060006,0.001069268,"s17_2","shared"
"Alloprevotella",0.0410674794662603,0.005681196,"s17_2","shared"
"Anaeroglobus",0,0.000372321,"s17_2","2b only"
"Arachnia",0.000499399750300125,0.002034689,"s17_2","shared"
"Bacillus_A",0,7.35893e-05,"s17_2","2b only"
"Bacteroides_D",0,0.000219097,"s17_2","2b only"
"Bergeyella_A",0.0076121961939019,0.000405563,"s17_2","shared"
"Brevibacillus_D",0,5.28086e-05,"s17_2","2b only"
"Bulleidia",0.00156239921880039,0.001967041,"s17_2","shared"
"CAJPSE01",0.004017397991301,0,"s17_2","WMS only"
"Campylobacter_A",0.0190075904962048,0.010442924,"s17_2","shared"
"Campylobacter_B",0,0.000137217,"s17_2","2b only"
"Capnocytophaga",0.00723189638405181,0.008211681,"s17_2","shared"
"Cardiobacterium",0.00169049915475042,0.001947864,"s17_2","shared"
"Catonella",0.000193099903450048,0.000314902,"s17_2","shared"
"Centipeda",0,0.000362508,"s17_2","2b only"
"Corynebacterium",0.00111899944050028,0.002144703,"s17_2","shared"
"Cryptobacteroides",0.000313399843300078,0,"s17_2","WMS only"
"Cutibacterium",0,0.000889102,"s17_2","2b only"
"Desulfobulbus",0.000688599655700172,0.001077468,"s17_2","shared"
"Dialister",0.000568899715550142,0.00111561,"s17_2","shared"
"Eikenella",0.000563699718150141,0.002123852,"s17_2","shared"
"Eubacterium_A",0,0.004226154,"s17_2","2b only"
"Eubacterium_B",0,0.000477961,"s17_2","2b only"
"Eubacterium_M",0.00415789792105104,0.003614976,"s17_2","shared"
"Eubacterium_N",0.0143960928019536,0.010733811,"s17_2","shared"
"F0040",0,0.006132993,"s17_2","2b only"
"F0058",0.00136659931670034,0.001341628,"s17_2","shared"
"F0422",0.000501799749100126,0.008126303,"s17_2","shared"
"Filifactor",0.0141601929199035,0.009661699,"s17_2","shared"
"Flexilinea",0,0.000484466,"s17_2","2b only"
"Fretibacterium",0.0020191989904005,0.002746957,"s17_2","shared"
"Fusobacterium",0.072000163999918,0.024741373,"s17_2","shared"
"Gemella",0.00363879818060091,0.005529352,"s17_2","shared"
"GN02-872",0,0.001035127,"s17_2","2b only"
"GN02-873",0.0020100989949505,0.001982085,"s17_2","shared"
"Granulicatella",0.00553799723100138,0.004238373,"s17_2","shared"
"Haemophilus",0.0323213838393081,0.031577159,"s17_2","shared"
"Haemophilus_A",0.0764999617500191,0.068333313,"s17_2","shared"
"Haemophilus_D",0.0567319716340142,0.065415309,"s17_2","shared"
"Hornefia",0.00602879698560151,0,"s17_2","WMS only"
"HOT-345",0.0048185975907012,0.00307465,"s17_2","shared"
"JABCPE02",0.00545319727340136,0.003938176,"s17_2","shared"
"JABCPG02",0,3.36347e-05,"s17_2","2b only"
"Johnsonella",0,0.000377082,"s17_2","2b only"
"Kingella",0,2.73148e-05,"s17_2","2b only"
"Kingella_A",6.15999692000154e-05,0.00029566,"s17_2","shared"
"Kingella_B",0.000287799856100072,0.000277691,"s17_2","shared"
"Klebsiella",0,5.00236e-05,"s17_2","2b only"
"Lachnoanaerobaculum",0,0.000521991,"s17_2","2b only"
"Lancefieldella",0,0.000184884,"s17_2","2b only"
"Lautropia",0.00994629502685249,0.006940995,"s17_2","shared"
"Lawsonella",0,0.000188279,"s17_2","2b only"
"Leptotrichia",0.0012087993956003,0.001800608,"s17_2","shared"
"Leptotrichia_A",0.0019964990017505,0.001911428,"s17_2","shared"
"Mesocricetibacter",0.00675939662030169,0,"s17_2","WMS only"
"Metamycoplasma",0.0194914902542549,0,"s17_2","WMS only"
"Mitsuokella",0,1.87455e-05,"s17_2","2b only"
"Mogibacterium",0.00384169807915096,0.005176946,"s17_2","shared"
"Nanoperiomorbus",0.0004009997995001,0,"s17_2","WMS only"
"Nanosyncoccus",0.000101699949150025,0,"s17_2","WMS only"
"Neisseria",0.193384503307748,0.161731429,"s17_2","shared"
"Olsenella",0,0.000133896,"s17_2","2b only"
